control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,registry_location,vehicle_make,vehicle_model,district,city,region,person_type
102218740,3,2459881644,Issued to violator but un-paid,2026-01-28 20:44:49+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,تويوتا,كروزر,الياسمين,سكاكا,منطقة الجوف,Alien
102218740,2,1347049471,Issued to violator but un-paid,2026-01-28 20:43:55+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,بي إم دبليو,بي إم دبليو X5,الفلاح,تبوك,منطقة تبوك,Saudi
100925051,9,2327170259,Issued to violator but un-paid,2026-01-28 20:42:52+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,جي إم سي,يوكون,الخالدية,صبيا,منطقة جازان,Alien
102218740,4,2928338726,Issued to violator but un-paid,2026-01-28 20:34:52+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,جي إم سي,يوكون,الصناعية,نجران,منطقة نجران,Alien
102253799,9,1228329272,Issued to violator but un-paid,2026-01-28 20:25:59+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,تويوتا,كروزر,الغدير,الرياض,منطقة الرياض,Saudi
102218740,10,2900858905,Issued to violator but un-paid,2026-01-28 20:24:17+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,هيونداي,توسان,الاحد,بلجرشي,منطقة الباحة,Alien
102253799,8,1878393673,Issued to violator but un-paid,2026-01-28 20:20:21+00:00,,150,150,False,عدم ربط حزام,مرور المدينة المنورة,مازدا,مازدا CX-5,حى الصناعية الجديدة,عرعر,الحدود الشمالية,Saudi
101571189,1,1083589435,Issued to violator but un-paid,2026-01-28 20:19:21+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,تويوتا,راش,السلي,الرياض,منطقة الرياض,Saudi
102218740,9,1717085862,Issued to violator but un-paid,2026-01-28 20:18:12+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,لكزس,لكزس LX,الصناعية,نجران,منطقة نجران,Saudi
100925051,10,2561987356,Issued to violator but un-paid,2026-01-28 20:17:19+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,كيا,ريو,النجيل,ضبا,منطقة تبوك,Alien
103163980,6,1535968698,Issued to violator but un-paid,2026-01-28 20:14:34+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,نيسان,ألتيما,الخالدية,صبيا,منطقة جازان,Saudi
103163980,2,2775255125,Issued to violator but un-paid,2026-01-28 20:12:41+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,لكزس,لكزس LX,الرحاب 2,تبوك,منطقة تبوك,Alien
102253799,10,1899754490,Issued to violator but un-paid,2026-01-28 20:05:52+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,جيب,شيروكي,الروضة,جازان,منطقة جازان,Saudi
102253799,10,2850017118,Issued to violator but un-paid,2026-01-28 19:56:44+00:00,,150,150,False,عدم ربط حزام,مرور المدينة المنورة,جيب,شيروكي,حي المصيف,الوجه,منطقة تبوك,Alien
101571189,7,2350174773,Issued to violator but un-paid,2026-01-28 19:55:47+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,جي إم سي,يوكون,الصناعية,نجران,منطقة نجران,Alien
102218740,10,1563829495,Issued to violator but un-paid,2026-01-28 19:54:54+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,نيسان,باترول,حي العزيزية,مكة المكرمة,منطقة مكة المكرمة,Saudi
102218740,2,2525944317,Issued to violator but un-paid,2026-01-28 19:54:23+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,تويوتا,كروزر,العليا,الرياض,منطقة الرياض,Alien
101571189,7,2429591874,Issued to violator but un-paid,2026-01-28 19:48:36+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,هوندا,هوندا CR-V,الصدر,الباحة,منطقة الباحة,Alien
102218740,10,2099467878,Issued to violator but un-paid,2026-01-28 19:46:28+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,مازدا,مازدا CX-5,الشرق,الخرج,منطقة الرياض,Alien
102218740,9,1774029776,Issued to violator but un-paid,2026-01-28 19:46:17+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,ميتسوبيشي,باجيرو,الوادي,دومة الجندل,منطقة الجوف,Saudi
100925051,2,1427647338,Issued to violator but un-paid,2026-01-28 19:38:22+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الحاير,جيب,شيروكي,حي البلد,الوجه,منطقة تبوك,Saudi
102218740,2,1396685206,Issued to violator but un-paid,2026-01-28 19:38:14+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,تويوتا,راش,المطار,نجران,منطقة نجران,Saudi
103163980,6,1200340118,Issued to violator but un-paid,2026-01-28 19:37:30+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور المدينة المنورة,تويوتا,كروزر,الصدر,الباحة,منطقة الباحة,Saudi
102218740,5,1045475605,Issued to violator but un-paid,2026-01-28 19:35:57+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,تويوتا,كروزر,النزهة,مكة المكرمة,منطقة مكة المكرمة,Saudi
100925051,8,2136431126,Issued to violator but un-paid,2026-01-28 19:34:52+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,لكزس,لكزس RX,الخالدية,صبيا,منطقة جازان,Alien
103163980,8,2727002341,Issued to violator but un-paid,2026-01-28 19:33:43+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,فورد,رينجر,الروضة,جدة,منطقة مكة المكرمة,Alien
101571189,5,1972842056,Issued to violator but un-paid,2026-01-28 19:33:25+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,هيونداي,سوناتا,حي العزيزية,مكة المكرمة,منطقة مكة المكرمة,Saudi
103163980,10,1246954421,Issued to violator but un-paid,2026-01-28 19:33:14+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,مرسيدس بنز,مرسيدس بنز E-Class,المطار,جازان,منطقة جازان,Saudi
102218740,10,2039047698,Issued to violator but un-paid,2026-01-28 19:28:19+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,جيب,رانجلر,الطويريق,رفحاء,الحدود الشمالية,Alien
103163980,3,2586134781,Issued to violator but un-paid,2026-01-28 19:26:05+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,شيفروليه,سبارك,الوادي,دومة الجندل,منطقة الجوف,Alien
101571189,4,1738818805,Issued to violator but un-paid,2026-01-28 19:14:04+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,نيسان,صني,الصناعية,نجران,منطقة نجران,Saudi
100925051,4,1610092275,Issued to violator but un-paid,2026-01-28 19:10:23+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور حفرالباطن,هيونداي,توسان,الخالدية,صبيا,منطقة جازان,Saudi
103163980,4,1326603323,Issued to violator but un-paid,2026-01-28 19:10:20+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,فورد,رينجر,الخالدية,صبيا,منطقة جازان,Saudi
102253799,7,2683615080,Issued to violator but un-paid,2026-01-28 19:03:20+00:00,,150,150,False,عدم ربط حزام,مرور شمال رياض,تويوتا,اف جي كروزر,التهامي,الخرج,منطقة الرياض,Alien
101571189,6,1842059421,Issued to violator but un-paid,2026-01-28 19:02:02+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,هيونداي,سوناتا,الوادي,دومة الجندل,منطقة الجوف,Saudi
102253799,2,1626812042,Issued to violator but un-paid,2026-01-28 18:57:39+00:00,,150,150,True,عدم ربط حزام,مرور مكه المكرمه,هيونداي,كريتا,الفيصلية,نجران,منطقة نجران,Saudi
102218740,3,2941475497,Issued to violator but un-paid,2026-01-28 18:53:17+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,نيسان,باترول,حي المصيف,الوجه,منطقة تبوك,Alien
103163980,6,2484858804,Issued to violator but un-paid,2026-01-28 18:51:48+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,جي إم سي,يوكون,العقيق,الرياض,منطقة الرياض,Alien
102253799,5,2598939160,Issued to violator but un-paid,2026-01-28 18:49:41+00:00,,150,150,True,عدم ربط حزام,مرور الخرج,هوندا,هوندا CR-V,التهامي,الخرج,منطقة الرياض,Alien
100925051,3,1495926836,Issued to violator but un-paid,2026-01-28 18:49:33+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,لكزس,لكزس LX,البستان,سكاكا,منطقة الجوف,Saudi
103163980,1,2590420991,Issued to violator but un-paid,2026-01-28 18:49:05+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,تويوتا,راش,الفيصلية,نجران,منطقة نجران,Alien
102253799,9,2820204953,Issued to violator but un-paid,2026-01-28 18:46:41+00:00,,150,150,True,عدم ربط حزام,مرور الناصرية,لكزس,لكزس RX,الحشو,بلجرشي,منطقة الباحة,Alien
101571189,2,2857676411,Issued to violator but un-paid,2026-01-28 18:44:56+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور حفرالباطن,تويوتا,اف جي كروزر,الصفرات,الدرعية,منطقة الرياض,Alien
102253799,9,1396165891,Issued to violator but un-paid,2026-01-28 18:44:15+00:00,,150,150,False,عدم ربط حزام,مرور مكه المكرمه,فورد,إكسبلورر,حي العوالي,مكة المكرمة,منطقة مكة المكرمة,Saudi
102218740,10,1661817936,Issued to violator but un-paid,2026-01-28 18:43:29+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,مرسيدس بنز,مرسيدس بنز E-Class,الصناعية,نجران,منطقة نجران,Saudi
100925051,8,2580788169,Issued to violator but un-paid,2026-01-28 18:40:08+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,مازدا,مازدا 3,المطار,جازان,منطقة جازان,Alien
103163980,9,2556112371,Issued to violator but un-paid,2026-01-28 18:39:53+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور مكه المكرمه,كيا,سيراتو,الوادي,دومة الجندل,منطقة الجوف,Alien
101571189,1,2112879625,Issued to violator but un-paid,2026-01-28 18:38:19+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,بي إم دبليو,بي إم دبليو X5,العين,الدرعية,منطقة الرياض,Alien
103163980,4,1868912163,Issued to violator but un-paid,2026-01-28 18:38:03+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,لكزس,لكزس RX,الطويريق,رفحاء,الحدود الشمالية,Saudi
103163980,4,1810474168,Issued to violator but un-paid,2026-01-28 18:30:49+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور المدينة المنورة,كيا,ريو,المطار,نجران,منطقة نجران,Saudi
101571189,5,2835877634,Issued to violator but un-paid,2026-01-28 18:28:24+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,شيفروليه,سبارك,حى المطار القديم,عرعر,الحدود الشمالية,Alien
